40.980918, 29.147312, 0
40.987928, 29.143325, 1
40.992292, 29.126711, 2
40.980857, 29.088608, 3
40.964359, 29.074109, 0
40.965107, 29.061662, 5
40.971570, 29.057475, 6
40.973725, 29.050426, 2
40.976698, 29.048527, 6
40.982586, 29.045072, 6
40.983737, 29.024988, 3
40.988993, 29.022295, 1
40.990267, 29.019637, 5
40.996209, 29.028210, 4
41.021546, 29.038252, 5
